person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,income_per_credit_year,credit_history_to_age_ratio,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
24,11.407576060361786,2.0,2,9.305741456739435,11.14,0,0.12,0,3,0.12222222222222222,22500.0,0.125,0,0,0,1,0,1,0,0,0,0
23,10.985309671896763,7.0,3,9.90353755128617,12.29,1,0.34,0,2,0.3389830508474576,19666.666666666668,0.08695652173913043,0,0,0,1,0,1,0,0,0,0
33,11.060384472475045,4.0,3,9.04793908261736,13.23,0,0.13,0,8,0.13364779874213836,7066.666666666667,0.24242424242424243,1,0,0,0,1,0,0,0,0,0
24,11.156264806643742,1.0,2,9.77571099759397,10.62,0,0.25,0,2,0.25142857142857145,23333.333333333332,0.08333333333333333,0,0,0,1,0,0,1,0,0,0
29,11.150534214035387,13.0,2,8.630700432209832,11.99,0,0.08,0,6,0.08045977011494253,9942.857142857143,0.20689655172413793,0,0,0,1,0,0,1,0,0,0
35,11.264476926102367,1.0,3,8.37816098272068,15.27,1,0.06,0,6,0.05576923076923077,11142.857142857143,0.17142857142857143,0,0,0,1,0,0,0,0,1,0
36,10.859018228147887,20.0,1,9.02713842775492,7.49,0,0.16,0,17,0.16009615384615383,2888.8888888888887,0.4722222222222222,1,0,0,0,0,0,0,0,0,1
22,10.491301994830229,0.0,3,8.77971129020447,13.485,0,0.18,0,3,0.18055555555555555,9000.0,0.13636363636363635,0,0,0,1,0,0,0,0,1,0
37,11.002116507732017,17.0,1,8.699681400989514,9.32,0,0.1,0,16,0.1,3529.4117647058824,0.43243243243243246,1,0,0,0,0,0,1,0,0,0
26,11.643962499267984,10.0,1,9.575052927597383,7.14,0,0.13,0,2,0.12631578947368421,38000.0,0.07692307692307693,1,0,0,0,0,0,0,0,1,0
34,11.813037464800539,18.0,1,8.987321812850125,9.32,0,0.06,0,5,0.05925925925925926,22500.0,0.14705882352941177,1,0,0,0,0,0,0,0,0,1
24,10.181157167204903,4.0,3,8.294299608857235,13.72,0,0.15,0,2,0.15151515151515152,8800.0,0.08333333333333333,0,0,0,1,0,0,0,1,0,0
24,10.645448706505872,4.0,3,9.268703615273097,13.16,0,0.25,1,4,0.2523809523809524,8400.0,0.16666666666666666,0,0,0,1,0,0,0,0,1,0
22,11.405351390085748,6.0,2,9.90353755128617,12.53,0,0.22,0,2,0.22271714922049,29933.333333333332,0.09090909090909091,1,0,0,0,1,0,0,0,0,0
22,10.348205424565993,6.0,1,8.160803920954665,7.74,0,0.11,0,2,0.11217948717948718,10400.0,0.09090909090909091,1,0,0,0,0,0,0,0,0,1
27,10.457401400981889,7.0,1,9.15915233520675,7.51,0,0.27,0,10,0.27298850574712646,3163.6363636363635,0.37037037037037035,0,0,1,0,0,0,1,0,0,0
33,11.652696102959753,2.0,2,9.575052927597383,11.14,0,0.13,0,5,0.12521739130434784,19166.666666666668,0.15151515151515152,0,0,1,0,0,0,0,0,0,1
24,11.326607934898927,6.0,1,9.249657234353133,5.79,0,0.13,0,3,0.12530120481927712,20750.0,0.125,1,0,0,0,0,0,1,0,0,0
27,11.050905878263567,2.0,1,9.15915233520675,8.07,0,0.15,0,6,0.15079365079365079,9000.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,0
34,10.357774570341576,16.0,2,8.699681400989514,10.99,0,0.19,0,8,0.19047619047619047,3500.0,0.23529411764705882,1,0,0,0,0,0,0,0,1,0
22,10.859018228147887,5.0,1,8.699681400989514,7.9,0,0.12,0,2,0.11538461538461539,17333.333333333332,0.09090909090909091,1,0,0,0,0,0,0,0,0,1
33,11.461642696843066,17.0,1,9.392745258631441,7.29,0,0.13,0,6,0.12631578947368421,13571.42857142857,0.18181818181818182,1,0,0,0,0,0,0,1,0,0
28,9.90353755128617,4.0,2,8.987321812850125,12.42,1,0.4,0,8,0.4,2222.222222222222,0.2857142857142857,0,0,0,1,0,0,0,1,0,0
23,10.491301994830229,4.0,1,8.612685172875459,5.42,0,0.15,0,2,0.1527777777777778,12000.0,0.08695652173913043,0,0,1,0,0,1,0,0,0,0
27,11.104972264124868,3.0,2,9.680406499268875,10.99,0,0.24,0,5,0.24060150375939848,11083.333333333334,0.18518518518518517,1,0,0,0,0,0,1,0,0,0
31,11.002116507732017,2.0,2,9.105090961257085,12.69,0,0.15,0,8,0.15,6666.666666666667,0.25806451612903225,1,0,0,0,0,0,1,0,0,0
22,11.164091131524941,0.0,5,8.853808274977197,15.88,1,0.08,0,3,0.09922041105598867,17637.5,0.13636363636363635,0,0,0,1,0,0,0,1,0,0
24,10.12667110305036,2.0,1,8.517393171418904,8.94,1,0.2,0,2,0.2,8333.333333333334,0.08333333333333333,0,0,0,1,1,0,0,0,0,0
34,11.082157933374816,0.0,1,9.792611856190192,7.9,0,0.28,0,8,0.2753846153846154,7222.222222222223,0.23529411764705882,0,0,0,1,0,1,0,0,0,0
24,9.809231816610408,8.0,1,8.412054873292933,8.94,1,0.25,0,2,0.24725274725274726,6066.666666666667,0.08333333333333333,0,0,0,1,0,1,0,0,0,0
25,10.950824090522445,5.0,4,9.32375833901174,14.46,0,0.2,1,4,0.19649122807017544,11400.0,0.16,1,0,0,0,0,0,1,0,0,0
30,11.104972264124868,5.0,1,8.987321812850125,7.88,0,0.12,0,9,0.12030075187969924,6650.0,0.3,1,0,0,0,1,0,0,0,0,0
24,11.407576060361786,8.0,1,8.366602832783736,7.9,0,0.05,0,4,0.04777777777777778,18000.0,0.16666666666666666,1,0,0,0,0,0,1,0,0,0
31,12.770533818462074,7.0,4,9.259225769705994,15.7,0,0.03,0,6,0.02985507493623809,50242.71428571428,0.1935483870967742,0,0,0,1,0,0,0,0,0,1
35,10.463131911491967,4.0,2,8.294299608857235,9.63,0,0.11,0,8,0.11428571428571428,3888.8888888888887,0.22857142857142856,1,0,0,0,0,1,0,0,0,0
49,11.168644821937013,4.0,4,9.61587214452889,14.84,1,0.21,0,11,0.2116491703352523,5906.0,0.22448979591836735,1,0,0,0,1,0,0,0,0,0
28,11.264476926102367,12.0,2,9.392745258631441,10.99,0,0.15,0,10,0.15384615384615385,7090.909090909091,0.35714285714285715,1,0,0,0,0,0,0,1,0,0
24,10.55843949396453,5.0,3,7.824445930877619,13.485,0,0.06,0,4,0.06493506493506493,7700.0,0.16666666666666666,1,0,0,0,0,0,0,0,1,0
25,10.596659732783579,0.0,2,8.68710472813351,11.11,0,0.15,0,3,0.148125,10000.0,0.12,0,0,0,1,0,0,0,0,0,1
22,11.156264806643742,6.0,2,9.305741456739435,11.36,0,0.16,0,3,0.15714285714285714,17500.0,0.13636363636363635,1,0,0,0,0,0,0,1,0,0
22,11.407576060361786,6.0,2,8.764209507142004,9.88,0,0.07,0,3,0.07111111111111111,22500.0,0.13636363636363635,1,0,0,0,0,0,0,1,0,0
29,11.21318430646977,3.0,3,8.412054873292933,13.61,0,0.06,1,6,0.06072874493927125,10585.714285714286,0.20689655172413793,0,0,0,1,0,0,1,0,0,0
42,11.852257893055606,6.0,2,9.546884034617925,10.99,0,0.1,0,14,0.09971509971509972,9360.0,0.3333333333333333,1,0,0,0,0,0,0,0,1,0
49,11.461642696843066,2.0,1,8.006700845440367,5.42,0,0.03,0,12,0.031578947368421054,7307.692307692308,0.24489795918367346,1,0,0,0,0,0,1,0,0,0
22,10.596659732783579,1.0,2,9.680406499268875,8.88,1,0.4,0,3,0.4,10000.0,0.13636363636363635,0,0,0,1,0,1,0,0,0,0
36,11.775297421715827,3.0,2,9.546884034617925,10.37,0,0.11,0,14,0.1076923076923077,8666.666666666666,0.3888888888888889,0,0,0,1,1,0,0,0,0,0
26,10.714439990727769,1.0,2,8.294299608857235,12.21,0,0.09,0,2,0.08888888888888889,15000.0,0.07692307692307693,0,0,0,1,0,0,0,1,0,0
22,11.264476926102367,0.0,2,8.843037724962366,9.62,0,0.09,0,4,0.08878205128205129,15600.0,0.18181818181818182,0,0,0,1,0,0,0,0,0,1
23,10.125069885783383,3.0,2,7.424165281042028,11.11,0,0.07,0,3,0.06710737179487179,6240.0,0.13043478260869565,0,0,0,1,0,0,0,1,0,0
25,10.968560292962923,9.0,1,7.601402334583733,6.91,0,0.03,0,4,0.03447087211306446,11604.0,0.16,0,0,0,1,0,0,0,0,1,0
22,11.023551435004947,4.0,1,9.472781556562168,9.63,0,0.21,0,3,0.21207177814029363,15325.0,0.13636363636363635,1,0,0,0,0,0,0,0,0,1
30,10.896757843893464,3.0,3,8.517393171418904,12.61,1,0.09,0,9,0.09259259259259259,5400.0,0.3,1,0,0,0,1,0,0,0,0,0
29,11.440365524765756,9.0,5,9.90353755128617,16.82,0,0.22,0,8,0.21505376344086022,10333.333333333334,0.27586206896551724,1,0,0,0,0,0,0,0,1,0
29,10.933124826700707,4.0,4,9.798182590890704,14.61,0,0.32,1,9,0.32142857142857145,5600.0,0.3103448275862069,1,0,0,0,0,1,0,0,0,0
26,11.695255355062795,5.0,1,8.987321812850125,7.29,0,0.07,0,2,0.06666666666666667,40000.0,0.07692307692307693,1,0,0,0,0,1,0,0,0,0
30,11.472113887062386,4.0,2,9.575052927597383,10.99,0,0.15,0,8,0.15,10666.666666666666,0.26666666666666666,0,0,0,1,0,0,0,0,1,0
22,11.127277689932466,6.0,1,8.160803920954665,6.39,0,0.05,0,4,0.051470588235294115,13600.0,0.18181818181818182,1,0,0,0,0,0,0,1,0,0
21,10.463131911491967,5.0,2,8.839421607620602,12.42,0,0.2,0,3,0.19714285714285715,8750.0,0.14285714285714285,1,0,0,0,0,0,0,0,1,0
31,10.491301994830229,2.0,2,8.517393171418904,10.36,0,0.14,0,9,0.1388888888888889,3600.0,0.2903225806451613,0,0,0,1,0,0,0,1,0,0
25,10.657282884047461,9.0,1,7.601402334583733,5.42,0,0.05,0,3,0.047058823529411764,10625.0,0.12,1,0,0,0,0,1,0,0,0,0
22,10.275085591132715,6.0,1,9.392745258631441,5.42,1,0.41,0,4,0.41379310344827586,5800.0,0.18181818181818182,1,0,0,0,0,0,0,0,1,0
22,9.942564024517921,1.0,4,9.2850767180902,15.37,1,0.52,1,2,0.5181284862473553,6932.0,0.09090909090909091,0,0,0,1,1,0,0,0,0,0
26,10.915106645867503,6.0,1,9.350189267092581,8.9,0,0.21,0,4,0.20909090909090908,11000.0,0.15384615384615385,1,0,0,0,0,1,0,0,0,0
25,11.002116507732017,9.0,4,8.699681400989514,14.54,0,0.1,1,3,0.1,15000.0,0.12,0,0,0,1,0,0,0,0,1,0
24,11.477308649967686,0.0,1,8.699681400989514,7.66,0,0.06,0,2,0.06217616580310881,32166.666666666668,0.08333333333333333,0,0,0,1,1,0,0,0,0,0
29,11.177466714598282,3.0,2,8.699681400989514,9.63,0,0.08,0,10,0.08391608391608392,6500.0,0.3448275862068966,1,0,0,0,1,0,0,0,0,0
25,10.085850775128717,0.0,3,8.699681400989514,13.49,0,0.25,1,3,0.25,6000.0,0.12,1,0,0,0,1,0,0,0,0,0
38,10.308985993422082,2.0,3,7.696667081526462,13.485,0,0.07,1,11,0.07333333333333333,2500.0,0.2894736842105263,0,0,0,1,1,0,0,0,0,0
30,11.105874099420692,10.0,1,7.824445930877619,6.39,0,0.04,0,7,0.03756009615384615,8320.0,0.23333333333333334,1,0,0,0,1,0,0,0,0,0
30,10.714439990727769,0.0,2,8.476579508530941,10.37,0,0.11,0,6,0.10666666666666667,6428.571428571428,0.2,0,0,0,1,0,0,0,1,0,0
29,10.896757843893464,8.0,1,8.922791623969637,7.49,1,0.14,0,9,0.1388888888888889,5400.0,0.3103448275862069,1,0,0,0,1,0,0,0,0,0
25,11.184435286790631,1.0,1,7.650168700845001,7.66,0,0.03,0,3,0.029166666666666667,18000.0,0.12,1,0,0,0,0,0,1,0,0,0
25,12.345838935721968,5.0,3,10.463131911491967,13.99,0,0.15,0,4,0.15217391304347827,46000.0,0.16,1,0,0,0,0,0,0,1,0,0
30,11.779136168550774,1.0,4,10.12667110305036,15.33,1,0.19,0,6,0.19157088122605365,18642.85714285714,0.2,1,0,0,0,1,0,0,0,0,0
28,11.350418300109132,8.0,2,8.987321812850125,11.71,0,0.09,0,6,0.09411764705882353,12142.857142857143,0.21428571428571427,0,0,0,1,0,1,0,0,0,0
26,11.48247656671073,5.0,1,8.294299608857235,6.62,0,0.04,0,4,0.041237113402061855,19400.0,0.15384615384615385,1,0,0,0,1,0,0,0,0,0
21,10.463131911491967,5.0,1,8.294299608857235,7.29,0,0.11,0,2,0.11428571428571428,11666.666666666666,0.09523809523809523,0,0,1,0,0,1,0,0,0,0
34,9.862717639992917,12.0,2,8.46611040118692,11.83,1,0.25,0,10,0.24739583333333334,1745.4545454545455,0.29411764705882354,0,0,0,1,1,0,0,0,0,0
24,10.819798284210286,0.0,2,8.881975184248867,11.71,0,0.14,0,2,0.144,16666.666666666668,0.08333333333333333,0,0,0,1,0,0,0,0,0,1
29,11.813037464800539,0.0,4,9.798182590890704,14.61,0,0.13,0,8,0.13333333333333333,15000.0,0.27586206896551724,1,0,0,0,0,0,1,0,0,0
31,11.19135563385109,12.0,2,9.091106284052485,11.99,0,0.12,0,7,0.12241379310344827,9062.5,0.22580645161290322,1,0,0,0,0,0,1,0,0,0
21,10.723993992232447,4.0,2,8.517393171418904,9.88,0,0.11,0,4,0.1100545870751893,9086.4,0.19047619047619047,1,0,0,0,0,1,0,0,0,0
43,11.127277689932466,9.0,1,8.517393171418904,6.99,0,0.07,0,15,0.07352941176470588,4250.0,0.3488372093023256,0,0,1,0,0,1,0,0,0,0
24,10.085850775128717,1.0,1,9.04793908261736,7.9,1,0.35,0,3,0.3541666666666667,6000.0,0.125,0,0,0,1,0,0,0,0,1,0
29,11.373674891823535,4.0,2,9.61587214452889,10.99,0,0.17,0,5,0.1724137931034483,14500.0,0.1724137931034483,1,0,0,0,0,0,1,0,0,0
31,9.413526083949446,15.0,3,7.783640596221253,13.485,1,0.2,1,10,0.1958863858961802,1113.8181818181818,0.3225806451612903,0,0,0,1,0,0,0,0,1,0
24,11.270866642542865,8.0,1,8.699681400989514,7.49,0,0.08,0,4,0.07643312101910828,15700.0,0.16666666666666666,1,0,0,0,0,0,0,0,0,1
27,11.056351256036153,3.0,2,8.987321812850125,11.36,0,0.13,0,10,0.1262945188178833,5758.545454545455,0.37037037037037035,1,0,0,0,0,0,1,0,0,0
23,10.057966749824187,8.0,1,8.575650760987806,7.9,0,0.23,0,3,0.22707797772065125,5835.0,0.13043478260869565,0,0,0,1,0,1,0,0,0,0
32,10.859018228147887,1.0,1,6.90875477931522,6.99,0,0.02,0,7,0.019230769230769232,6500.0,0.21875,1,0,0,0,0,0,0,0,0,1
25,11.156264806643742,3.0,1,8.630700432209832,7.9,0,0.08,0,4,0.08,14000.0,0.16,0,0,0,1,0,0,0,1,0,0
26,10.085850775128717,1.0,3,8.955577146281511,14.35,1,0.32,0,3,0.3229166666666667,6000.0,0.11538461538461539,0,0,0,1,1,0,0,0,0,0
27,10.181157167204903,6.0,1,8.699681400989514,6.91,1,0.23,0,9,0.22727272727272727,2640.0,0.3333333333333333,1,0,0,0,0,0,0,1,0,0
31,11.184435286790631,15.0,1,7.550135342488429,7.51,0,0.03,0,6,0.02638888888888889,10285.714285714286,0.1935483870967742,1,0,0,0,0,0,0,1,0,0
23,9.575052927597383,7.0,3,8.006700845440367,14.72,1,0.21,1,2,0.20833333333333334,4800.0,0.08695652173913043,0,0,1,0,1,0,0,0,0,0
28,10.596659732783579,2.0,1,8.343077871169383,7.51,0,0.1,0,5,0.105,6666.666666666667,0.17857142857142858,0,0,0,1,0,0,0,0,0,1
41,11.407576060361786,12.0,1,8.987321812850125,7.51,0,0.09,0,16,0.08888888888888889,5294.117647058823,0.3902439024390244,0,0,1,0,0,0,0,0,0,1
30,12.04355959836804,2.0,2,9.546884034617925,10.62,0,0.08,0,6,0.08235294117647059,24285.714285714286,0.2,1,0,0,0,0,0,0,0,0,1
31,10.463131911491967,1.0,4,8.006700845440367,14.74,1,0.09,1,9,0.08571428571428572,3500.0,0.2903225806451613,0,0,0,1,0,0,0,0,0,1
22,10.915106645867503,5.0,2,7.824445930877619,10.99,0,0.05,0,4,0.045454545454545456,11000.0,0.18181818181818182,0,0,0,1,0,1,0,0,0,0
24,10.596659732783579,2.0,2,8.188966863648876,11.12,0,0.09,0,3,0.09,10000.0,0.125,0,0,0,1,1,0,0,0,0,0
26,11.19822841866684,3.0,1,9.210440366976517,7.29,0,0.14,0,3,0.136986301369863,18250.0,0.11538461538461539,0,0,0,1,0,0,0,0,1,0
27,11.222586532857163,1.0,2,9.952325334619427,10.59,0,0.28,0,7,0.2807486631016043,9350.0,0.25925925925925924,1,0,0,0,0,0,0,1,0,0
24,11.87757552297847,4.0,1,9.595670797663967,7.66,0,0.1,0,3,0.10208333333333333,36000.0,0.125,1,0,0,0,0,0,1,0,0,0
26,11.817914405842503,10.0,2,10.12667110305036,12.53,0,0.18,0,4,0.1842842400117942,27132.0,0.15384615384615385,0,0,0,1,1,0,0,0,0,0
23,9.923339198238729,2.0,1,7.0909098220799835,7.9,0,0.06,0,2,0.058823529411764705,6800.0,0.08695652173913043,0,0,0,1,0,0,0,1,0,0
26,10.404293143019792,6.0,2,8.476579508530941,12.69,0,0.15,0,4,0.14545454545454545,6600.0,0.15384615384615385,0,0,0,1,0,1,0,0,0,0
41,11.141876276228,15.0,4,8.294299608857235,16.29,1,0.06,0,13,0.057971014492753624,4928.571428571428,0.3170731707317073,0,0,0,1,1,0,0,0,0,0
28,11.156264806643742,7.0,1,8.987321812850125,6.62,0,0.11,0,5,0.11428571428571428,11666.666666666666,0.17857142857142858,1,0,0,0,0,1,0,0,0,0
24,10.105162289234684,4.0,2,8.517393171418904,10.75,0,0.2,0,3,0.20434853686447604,6117.0,0.125,0,0,1,0,0,0,1,0,0,0
22,10.778977123006351,7.0,1,8.517393171418904,6.99,0,0.1,0,2,0.10416666666666667,16000.0,0.09090909090909091,0,0,0,1,0,1,0,0,0,0
21,11.127336510866854,5.0,2,9.680406499268875,11.26,0,0.24,0,3,0.2352802776307276,17001.0,0.14285714285714285,1,0,0,0,0,1,0,0,0,0
26,11.695255355062795,10.0,3,9.61587214452889,13.11,0,0.13,1,4,0.125,24000.0,0.15384615384615385,0,0,1,0,0,0,0,0,1,0
31,11.302216779257382,8.0,3,8.853808274977197,13.61,0,0.09,1,8,0.08641975308641975,9000.0,0.25806451612903225,0,0,0,1,0,0,0,0,0,1
32,10.546735203808643,16.0,2,8.006700845440367,11.49,0,0.08,0,6,0.07883948281299274,5436.0,0.1875,0,0,0,1,0,0,0,0,0,1
37,10.968215530759236,9.0,2,9.809231816610408,10.99,1,0.31,0,11,0.3137931034482759,4833.333333333333,0.2972972972972973,0,0,0,1,0,0,0,1,0,0
24,11.719947764402807,8.0,4,9.61587214452889,15.37,1,0.12,0,4,0.12195121951219512,24600.0,0.16666666666666666,0,0,0,1,0,0,0,0,1,0
30,12.318512543125225,15.0,2,10.12667110305036,11.83,1,0.11,0,9,0.11170688114387846,22380.0,0.3,1,0,0,0,0,0,1,0,0,0
23,10.714439990727769,2.0,3,8.476579508530941,13.22,0,0.11,1,4,0.10666666666666667,9000.0,0.17391304347826086,0,0,0,1,0,1,0,0,0,0
21,10.463131911491967,3.0,3,8.160803920954665,12.53,0,0.1,1,4,0.1,7000.0,0.19047619047619047,0,0,0,1,1,0,0,0,0,0
25,10.744903864764554,9.0,4,8.294299608857235,16.32,1,0.09,1,3,0.0862217623728229,11598.0,0.12,0,0,0,1,1,0,0,0,0,0
21,10.645448706505872,5.0,4,9.32375833901174,16.77,0,0.27,0,4,0.26666666666666666,8400.0,0.19047619047619047,0,0,0,1,0,0,0,0,0,1
23,10.691967639914864,2.0,4,9.392745258631441,15.31,1,0.27,0,4,0.2727272727272727,8800.0,0.17391304347826086,0,0,0,1,0,0,0,1,0,0
35,10.126511096649761,0.0,1,8.517393171418904,8.49,0,0.2,0,6,0.20003200512081934,3570.8571428571427,0.17142857142857143,0,0,0,1,0,0,0,0,0,1
23,11.408642146704691,0.0,3,9.225327501784431,11.97,0,0.11,0,3,0.11265760966080625,22524.0,0.13043478260869565,1,0,0,0,0,1,0,0,0,0
21,10.308985993422082,0.0,2,6.90875477931522,10.99,0,0.03,0,4,0.03333333333333333,6000.0,0.19047619047619047,0,0,0,1,0,1,0,0,0,0
23,11.018579961618187,7.0,3,9.575052927597383,12.84,0,0.24,0,3,0.23608105449537675,15249.0,0.13043478260869565,0,0,0,1,0,0,0,0,1,0
27,11.279744203985432,1.0,5,9.61587214452889,17.14,0,0.19,0,8,0.1893939393939394,8800.0,0.2962962962962963,0,0,1,0,0,0,1,0,0,0
23,11.385103457032141,7.0,3,9.392745258631441,13.485,0,0.14,1,2,0.13636363636363635,29333.333333333332,0.08695652173913043,1,0,0,0,0,0,0,1,0,0
27,10.645448706505872,2.0,3,9.90353755128617,12.84,0,0.48,1,7,0.47619047619047616,5250.0,0.25925925925925924,1,0,0,0,0,0,0,0,0,1
24,11.235127714592425,2.0,2,9.61587214452889,10.38,0,0.2,0,2,0.19803548795944234,25248.0,0.08333333333333333,1,0,0,0,0,0,0,0,1,0
24,10.463131911491967,4.0,1,7.523481312573497,7.12,0,0.05,0,3,0.05285714285714286,8750.0,0.125,0,0,0,1,0,0,0,1,0,0
30,10.275223507900165,6.0,3,8.740496729931813,13.485,0,0.22,0,8,0.21548751896290166,3222.6666666666665,0.26666666666666666,0,0,1,0,0,0,1,0,0,0
22,11.177466714598282,2.0,3,8.764209507142004,13.11,0,0.09,0,4,0.08951048951048951,14300.0,0.18181818181818182,0,0,0,1,0,1,0,0,0,0
31,10.239995502805316,1.0,2,7.8636512654486515,10.08,0,0.09,0,7,0.09285714285714286,3500.0,0.22580645161290322,0,0,0,1,0,0,0,1,0,0
25,10.616461869895815,4.0,4,6.90875477931522,15.57,1,0.02,0,2,0.024509803921568627,13600.0,0.08,0,0,0,1,1,0,0,0,0,0
24,9.472781556562168,0.0,1,8.517393171418904,8.0,1,0.38,0,2,0.38461538461538464,4333.333333333333,0.08333333333333333,0,0,0,1,1,0,0,0,0,0
24,10.961295207644392,3.0,3,8.570923513837204,13.49,0,0.09,1,2,0.0915798611111111,19200.0,0.08333333333333333,0,0,0,1,0,0,0,0,1,0
